City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
449,Sao Raimundo Nonato,-9.0153,-42.6994,74.26,82,84,0.74,BR,broken clouds,2021-12-01 03:52:16
450,Tessalit,20.1986,1.0114,71.26,17,99,8.77,ML,overcast clouds,2021-12-01 03:52:16
451,Narrabri,-30.3167,149.7833,82.49,47,40,9.22,AU,light rain,2021-12-01 03:52:17
452,Artyom,40.4723,50.333,64.54,85,82,20.31,AZ,broken clouds,2021-12-01 03:52:17
453,Matara,5.9485,80.5353,82.24,74,31,4.12,LK,scattered clouds,2021-12-01 03:52:17
454,Palembang,-2.9167,104.7458,87.89,55,20,5.75,ID,few clouds,2021-12-01 03:52:18
455,Polunochnoye,60.8697,60.4153,19.45,97,100,1.86,RU,overcast clouds,2021-12-01 03:52:18
456,Popondetta,-8.7537,148.2534,89.13,57,90,6.26,PG,overcast clouds,2021-12-01 03:52:19
457,Nerchinskiy Zavod,51.3088,119.61,4.26,88,100,5.73,RU,overcast clouds,2021-12-01 03:52:19
458,Nuuk,64.1835,-51.7216,23.99,89,100,12.73,GL,light snow,2021-12-01 03:52:19
459,Bien Hoa,10.95,106.8167,84.18,67,82,4.47,VN,broken clouds,2021-12-01 03:50:31
460,Marzuq,14.4,46.4667,59.05,29,1,2.44,YE,clear sky,2021-12-01 03:52:20
461,Bullhead City,35.1478,-114.5683,75.49,16,1,17.27,US,clear sky,2021-12-01 03:48:20
462,Leningradskiy,69.3833,178.4167,-21.93,96,79,10.67,RU,broken clouds,2021-12-01 03:52:20
463,Seoul,37.5683,126.9778,36.84,36,20,19.57,KR,few clouds,2021-12-01 03:51:26
464,Sept-Iles,50.2001,-66.3821,21.72,53,20,6.91,CA,few clouds,2021-12-01 03:48:26
465,Yumen,40.2833,97.2,25.97,48,78,20.29,CN,broken clouds,2021-12-01 03:52:21
466,Sobolevo,54.4299,31.8996,23.25,90,100,12.19,RU,overcast clouds,2021-12-01 03:53:21
467,Hambantota,6.1241,81.1185,80.94,89,40,4.61,LK,scattered clouds,2021-12-01 03:53:22
468,Pokhara,28.2333,83.9833,66.85,50,73,2.17,NP,broken clouds,2021-12-01 03:50:34
469,Orlik,52.5178,99.825,14.09,79,24,2.73,RU,few clouds,2021-12-01 03:53:22
470,Ingham,42.6,-84.3833,33.01,83,1,3.44,US,clear sky,2021-12-01 03:53:23
471,Guiyang,26.5833,106.7167,46.89,66,0,4.47,CN,clear sky,2021-12-01 03:50:00
472,Tura,25.5198,90.2201,76.19,45,7,0.67,IN,clear sky,2021-12-01 03:53:23
473,Porecatu,-22.7558,-51.3792,77.07,61,4,3.94,BR,clear sky,2021-12-01 03:53:24
474,Dakar,14.6937,-17.4441,69.93,94,97,4.61,SN,overcast clouds,2021-12-01 03:53:17
475,Amuntai,-2.4177,115.2494,86.86,63,100,1.52,ID,overcast clouds,2021-12-01 03:53:24
476,Maniitsoq,65.4167,-52.9,30.33,74,100,13.98,GL,light snow,2021-12-01 03:53:25
477,Mahajanga,-15.7167,46.3167,77.02,94,20,4.61,MG,few clouds,2021-12-01 03:53:25
478,Kamaishi,39.2667,141.8833,52.75,75,100,19.53,JP,overcast clouds,2021-12-01 03:53:25
479,Bulawayo,-20.15,28.5833,69.98,41,4,6.38,ZW,clear sky,2021-12-01 03:53:26
480,Dalaba,10.7,-12.25,60.46,35,8,1.74,GN,clear sky,2021-12-01 03:53:26
481,Tongchuan,35.0806,109.0897,41.9,30,0,3.22,CN,clear sky,2021-12-01 03:53:27
482,Samarai,-10.6167,150.6667,86.25,72,95,11.48,PG,overcast clouds,2021-12-01 03:53:27
483,Laurel,39.0993,-76.8483,44.89,75,1,0.0,US,clear sky,2021-12-01 03:53:27
484,Ocos,14.5094,-92.1933,81.0,75,0,4.12,GT,clear sky,2021-12-01 03:53:28
485,Ondjiva,-17.0667,15.7333,70.14,68,94,6.29,AO,overcast clouds,2021-12-01 03:53:28
486,Moron,-34.6534,-58.6198,65.89,81,53,4.0,AR,broken clouds,2021-12-01 03:50:49
487,Yuza,39.0,139.9167,50.05,88,100,21.32,JP,overcast clouds,2021-12-01 03:53:29
488,Ust-Tsilma,65.441,52.1498,16.52,92,100,11.34,RU,light snow,2021-12-01 03:53:29
489,Aripuana,-9.1667,-60.6333,73.18,98,92,1.61,BR,overcast clouds,2021-12-01 03:53:29
490,Nanortalik,60.1432,-45.2371,37.13,89,100,31.0,GL,moderate rain,2021-12-01 03:53:30
491,Cururupu,-1.8283,-44.8683,75.56,91,80,2.64,BR,broken clouds,2021-12-01 03:50:44
492,Haines Junction,60.7522,-137.5108,-7.65,84,100,1.14,CA,overcast clouds,2021-12-01 03:53:30
493,Morehead,37.2711,-87.1764,43.14,93,1,0.0,US,clear sky,2021-12-01 03:53:31
494,La Lima,15.4333,-87.9167,73.38,94,40,5.75,HN,scattered clouds,2021-12-01 03:53:31
495,Khandyga,62.6667,135.6,-11.16,97,99,3.58,RU,overcast clouds,2021-12-01 03:53:32
496,Aasiaat,68.7098,-52.8699,23.58,86,97,14.05,GL,overcast clouds,2021-12-01 03:53:32
497,Tatawin,32.9297,10.4518,49.08,49,0,3.87,TN,clear sky,2021-12-01 03:53:32
498,Mabaruma,8.2,-59.7833,74.93,94,100,3.6,GY,overcast clouds,2021-12-01 03:53:33
499,Fort Nelson,58.8053,-122.7002,-8.01,77,90,6.91,CA,light snow,2021-12-01 03:50:26
500,Wageningen,51.9667,5.6667,50.95,95,75,24.16,NL,light rain,2021-12-01 03:53:33
501,Faya,18.3851,42.4509,45.12,36,0,4.81,SA,clear sky,2021-12-01 03:50:07
502,Gwanda,-20.9333,29.0,72.7,44,5,6.11,ZW,clear sky,2021-12-01 03:53:34
503,Valdivia,-39.8142,-73.2459,44.69,98,23,1.9,CL,few clouds,2021-12-01 03:53:34
504,Boca Do Acre,-8.7522,-67.3978,72.52,99,100,1.74,BR,light rain,2021-12-01 03:53:34
505,Tobol,52.6844,62.5794,29.14,75,100,15.28,KZ,overcast clouds,2021-12-01 03:53:35
506,Tucuma,-0.1833,-50.05,77.77,90,68,5.7,BR,broken clouds,2021-12-01 03:53:35
507,Xining,36.6167,101.7667,29.34,33,1,0.81,CN,clear sky,2021-12-01 03:53:36
508,Bandarbeyla,9.4942,50.8122,76.32,62,42,15.46,SO,scattered clouds,2021-12-01 03:53:36
509,Neuquen,-38.9516,-68.0591,76.89,36,0,10.36,AR,clear sky,2021-12-01 03:53:37
510,Severo-Kurilsk,50.6789,156.125,35.51,98,100,18.39,RU,light rain,2021-12-01 03:53:37
511,Te Anau,-45.4167,167.7167,74.16,43,5,2.73,NZ,clear sky,2021-12-01 03:53:38
512,Bronte,37.7895,14.8342,45.72,85,6,4.29,IT,clear sky,2021-12-01 03:53:38
513,Sirjan,29.452,55.6814,48.79,47,0,2.01,IR,clear sky,2021-12-01 03:53:38
514,Fairbanks,64.8378,-147.7164,3.16,75,90,3.44,US,overcast clouds,2021-12-01 03:50:16
515,Iranshahr,27.2025,60.6848,55.74,50,0,0.0,IR,clear sky,2021-12-01 03:53:39
516,College,64.8569,-147.8028,0.99,78,90,3.44,US,overcast clouds,2021-12-01 03:53:39
517,Novouzensk,50.4592,48.1431,44.51,98,100,15.39,RU,overcast clouds,2021-12-01 03:53:40
518,Dalbandin,28.8947,64.4101,60.84,29,44,7.02,PK,scattered clouds,2021-12-01 03:53:40
519,Sirathu,25.65,81.3167,70.21,32,94,2.44,IN,overcast clouds,2021-12-01 03:53:41
520,Baie-Comeau,49.2168,-68.1489,24.8,58,90,8.05,CA,overcast clouds,2021-12-01 03:50:33
521,Hanzhong,33.0728,107.0303,49.91,47,3,1.63,CN,clear sky,2021-12-01 03:53:41
522,Tiarei,-17.5333,-149.3333,84.22,77,100,20.38,PF,light rain,2021-12-01 03:53:41
523,Elat,29.5581,34.9482,64.24,63,61,5.75,IL,broken clouds,2021-12-01 03:53:42
524,Yerbogachen,61.2767,108.0108,8.94,93,100,3.69,RU,light snow,2021-12-01 03:53:42
525,Belaya Gora,68.5333,146.4167,-22.2,100,99,4.27,RU,overcast clouds,2021-12-01 03:53:42
526,Kazerun,29.6195,51.6541,59.92,30,12,2.39,IR,few clouds,2021-12-01 03:52:21
527,Naze,28.3667,129.4833,61.72,63,90,23.33,JP,overcast clouds,2021-12-01 03:53:43
528,Makaha,21.4694,-158.2175,79.93,69,1,8.05,US,clear sky,2021-12-01 03:53:43
529,Shimoda,34.6667,138.95,64.76,61,58,35.28,JP,broken clouds,2021-12-01 03:53:44
530,Luderitz,-26.6481,15.1594,58.96,83,0,14.03,NA,clear sky,2021-12-01 03:53:44
531,Atar,20.5169,-13.0499,68.09,18,100,10.51,MR,overcast clouds,2021-12-01 03:53:45
532,Lae,-6.7221,146.9847,97.47,71,45,8.59,PG,scattered clouds,2021-12-01 03:53:45
533,Oyama,36.3,139.8,68.67,43,72,9.93,JP,broken clouds,2021-12-01 03:53:45
534,Santo Antonio Do Sudoeste,-26.0736,-53.7253,59.16,74,0,3.56,BR,clear sky,2021-12-01 03:53:46
535,Kutno,52.2306,19.3641,34.11,85,100,5.86,PL,overcast clouds,2021-12-01 03:53:46
536,Rudbar,30.15,62.6,62.53,34,0,2.19,AF,clear sky,2021-12-01 03:53:46
537,Banff,51.1762,-115.5698,47.43,61,100,11.5,CA,overcast clouds,2021-12-01 03:53:47
538,Oxford,51.7522,-1.256,51.26,90,100,4.0,GB,overcast clouds,2021-12-01 03:53:47
539,Tateyama,34.9833,139.8667,69.15,45,20,32.21,JP,few clouds,2021-12-01 03:53:48
540,Ambon,-3.6954,128.1814,86.14,74,40,4.61,ID,scattered clouds,2021-12-01 03:53:48
541,Kailua,21.4022,-157.7394,80.01,73,68,14.29,US,light rain,2021-12-01 03:53:49
542,Staryy Nadym,65.6118,72.6842,0.16,92,100,14.38,RU,light snow,2021-12-01 03:53:49
543,Matamoros,25.5333,-103.25,65.61,49,100,2.95,MX,overcast clouds,2021-12-01 03:53:49
544,Teya,60.3778,92.6267,0.36,93,95,4.45,RU,overcast clouds,2021-12-01 03:51:16
545,Margate,51.3813,1.3862,51.96,87,99,7.0,GB,overcast clouds,2021-12-01 03:53:50
546,Kincardine,56.0667,-3.7167,46.51,85,100,8.5,GB,overcast clouds,2021-12-01 03:50:26
547,Soavinandriana,-19.1667,46.7333,65.23,73,100,2.91,MG,overcast clouds,2021-12-01 03:53:51
548,Kalaiya,27.0327,85.0022,72.27,49,78,1.36,NP,broken clouds,2021-12-01 03:53:51
549,Shelburne,44.0787,-80.2041,33.67,98,98,17.22,CA,light snow,2021-12-01 03:53:29
550,Biak,-0.9131,122.8766,82.71,67,98,1.99,ID,overcast clouds,2021-12-01 03:53:52
551,Yarada,17.65,83.2667,79.12,53,4,9.22,IN,haze,2021-12-01 03:53:52
552,Dunmore East,52.1514,-6.9861,46.24,79,36,26.08,IE,scattered clouds,2021-12-01 03:53:52
553,Yinchuan,38.4681,106.2731,32.79,24,0,2.42,CN,clear sky,2021-12-01 03:53:53
554,Mineiros,-17.5694,-52.5511,69.24,93,83,3.18,BR,broken clouds,2021-12-01 03:53:53
555,Baiao,-2.7906,-49.6717,75.88,86,91,3.15,BR,overcast clouds,2021-12-01 03:53:54
556,Kerva,55.6117,39.5766,28.04,79,100,12.62,RU,overcast clouds,2021-12-01 03:53:54
557,Nantucket,41.2835,-70.0995,40.03,86,90,0.0,US,light rain,2021-12-01 03:53:54
558,Constantine,36.365,6.6147,40.41,93,20,3.44,DZ,mist,2021-12-01 03:53:55
559,Kemijarvi,66.7131,27.4306,17.22,94,100,10.89,FI,light snow,2021-12-01 03:54:55
560,Ilulissat,69.2167,-51.1,22.44,72,92,12.35,GL,overcast clouds,2021-12-01 03:54:55
561,Topolobampo,25.6,-109.05,69.06,67,69,5.64,MX,broken clouds,2021-12-01 03:54:56
562,Sibolga,1.7427,98.7792,84.11,66,40,4.63,ID,scattered clouds,2021-12-01 03:54:56
563,Loandjili,-4.7561,11.8578,77.11,94,75,3.44,CG,broken clouds,2021-12-01 03:54:57
564,Kamenka,51.3223,42.7678,33.75,91,100,5.01,RU,light rain,2021-12-01 03:54:57
565,Itanagar,27.1,93.6167,66.83,36,5,3.58,IN,clear sky,2021-12-01 03:54:58
566,Mosalsk,54.4881,34.9817,25.43,84,100,15.52,RU,overcast clouds,2021-12-01 03:54:58
567,Aktas,49.7789,72.9608,8.35,88,5,4.38,KZ,clear sky,2021-12-01 03:54:58
568,Kendari,-3.945,122.4989,91.02,54,83,1.36,ID,broken clouds,2021-12-01 03:54:59
569,Hokitika,-42.7167,170.9667,66.87,69,20,6.35,NZ,few clouds,2021-12-01 03:54:59
570,Artigas,-30.4,-56.4667,60.01,57,0,8.3,UY,clear sky,2021-12-01 03:55:00
571,Krasnoselkup,65.7,82.4667,-25.33,100,56,5.32,RU,broken clouds,2021-12-01 03:55:00
572,Tunduma,-9.3,32.7667,61.61,74,75,2.21,TZ,broken clouds,2021-12-01 03:55:01
573,Llata,-9.4167,-76.7833,52.92,93,100,1.9,PE,overcast clouds,2021-12-01 03:55:01
574,Sibiti,-3.6819,13.3499,69.21,97,100,1.1,CG,overcast clouds,2021-12-01 03:55:01
575,La Romana,18.4273,-68.9728,74.93,100,20,0.0,DO,few clouds,2021-12-01 03:55:02
576,Wairoa,-39.0333,177.3667,65.55,89,40,5.99,NZ,scattered clouds,2021-12-01 03:55:02
577,Kalabo,-14.97,22.6814,70.43,44,94,4.76,ZM,overcast clouds,2021-12-01 03:55:03
578,Kasama,-10.2129,31.1808,66.07,69,57,3.53,ZM,broken clouds,2021-12-01 03:55:03
579,Massaguet,12.4755,15.4365,75.24,23,38,14.5,TD,scattered clouds,2021-12-01 03:55:03
580,Golspie,57.9727,-3.978,45.37,92,100,12.08,GB,light rain,2021-12-01 03:55:04
581,Qandala,11.472,49.8728,76.89,46,1,2.59,SO,clear sky,2021-12-01 03:55:04
582,Astoria,46.1879,-123.8313,54.86,96,100,5.99,US,overcast clouds,2021-12-01 03:55:05
583,Penzance,50.1186,-5.5371,50.77,81,35,31.27,GB,scattered clouds,2021-12-01 03:55:05
584,Oistins,13.0667,-59.5333,78.89,94,75,20.71,BB,broken clouds,2021-12-01 03:55:05
585,Finnsnes,69.2296,17.9811,11.34,94,12,5.35,NO,few clouds,2021-12-01 03:55:06
586,Kununurra,-15.7667,128.7333,103.98,17,12,6.91,AU,few clouds,2021-12-01 03:55:06
587,Poum,-20.2333,164.0167,81.82,77,12,8.72,NC,few clouds,2021-12-01 03:55:07
588,Kuryk,43.2,51.65,55.74,81,0,26.84,KZ,clear sky,2021-12-01 03:55:07
589,San Ramon,37.7799,-121.978,63.77,59,1,5.75,US,clear sky,2021-12-01 03:52:04
590,Ketchikan,55.3422,-131.6461,42.28,84,100,13.04,US,light rain,2021-12-01 03:55:08
591,Halifax,44.6453,-63.5724,32.05,82,48,1.99,CA,scattered clouds,2021-12-01 03:53:57
592,Slyudyanka,51.6594,103.7061,32.99,70,42,8.1,RU,scattered clouds,2021-12-01 03:55:08
593,Black River,18.0264,-77.8487,77.0,86,100,5.06,JM,overcast clouds,2021-12-01 03:55:09
594,Yuanping,38.7153,112.7575,33.4,23,8,0.92,CN,clear sky,2021-12-01 03:55:09
595,Vanimo,-2.6741,141.3028,78.8,86,100,4.36,PG,overcast clouds,2021-12-01 03:54:03
596,Dandong,40.1292,124.3947,28.99,46,29,16.6,CN,scattered clouds,2021-12-01 03:55:10
597,Vieques,18.425,-65.8329,80.64,74,40,12.66,PR,scattered clouds,2021-12-01 03:55:10
598,Winnemucca,40.973,-117.7357,32.05,64,1,5.75,US,clear sky,2021-12-01 03:55:10
599,Brae,60.3964,-1.353,35.51,63,90,16.02,GB,overcast clouds,2021-12-01 03:55:11
600,San Juan De La Maguana,18.8059,-71.2299,69.28,88,56,3.74,DO,broken clouds,2021-12-01 03:55:11
601,Petropavlovsk-Kamchatskiy,53.0452,158.6483,18.19,68,75,4.47,RU,broken clouds,2021-12-01 03:55:12
602,Victor Harbor,-35.5667,138.6167,91.18,73,27,3.0,AU,scattered clouds,2021-12-01 03:55:12
603,Honningsvag,70.9821,25.9704,32.54,66,100,22.66,NO,light snow,2021-12-01 03:55:12
604,Qingyuan,23.7,113.0333,64.38,35,10,9.44,CN,clear sky,2021-12-01 03:55:13
605,Vrangel,42.7297,133.0839,23.49,61,98,25.14,RU,overcast clouds,2021-12-01 03:55:13
606,Mopti,14.6667,-4.0,68.04,68,0,0.0,ML,clear sky,2021-12-01 03:55:13
607,Jati,24.3539,68.2671,74.59,19,5,14.05,PK,clear sky,2021-12-01 03:55:14
608,Vernon,50.2581,-119.2691,48.61,82,100,9.22,CA,overcast clouds,2021-12-01 03:50:42
609,Kaseda,31.4167,130.3167,52.84,64,98,28.83,JP,overcast clouds,2021-12-01 03:55:14
610,Ostersund,63.1792,14.6357,13.6,92,90,2.3,SE,overcast clouds,2021-12-01 03:52:30
611,Nisia Floresta,-6.0911,-35.2086,80.98,85,76,7.38,BR,broken clouds,2021-12-01 03:55:15
612,Vallenar,-28.5708,-70.7581,64.45,61,0,2.59,CL,clear sky,2021-12-01 03:55:15
613,Labuhan,-6.8844,112.2051,85.48,69,81,8.93,ID,light rain,2021-12-01 03:54:55
614,Thinadhoo,0.5333,72.9333,82.24,74,92,7.02,MV,overcast clouds,2021-12-01 03:55:16
615,Margherita,27.2833,95.6833,69.28,44,6,3.27,IN,clear sky,2021-12-01 03:55:16
616,Lazaro Cardenas,17.9583,-102.2,77.25,83,82,4.5,MX,broken clouds,2021-12-01 03:55:17
617,Inta,66.0317,60.1659,10.85,82,100,25.79,RU,light snow,2021-12-01 03:55:17
618,Pahrump,36.2083,-115.9839,66.06,22,0,1.01,US,clear sky,2021-12-01 03:52:02
619,Gushikawa,26.3544,127.8686,67.62,46,75,19.57,JP,broken clouds,2021-12-01 03:55:18
620,Sompeta,18.9333,84.6,75.7,56,19,7.61,IN,few clouds,2021-12-01 03:55:18
621,Ucluelet,48.9329,-125.5528,54.09,94,100,1.01,CA,overcast clouds,2021-12-01 03:50:26
622,Plainview,40.7765,-73.4673,42.51,65,41,1.99,US,scattered clouds,2021-12-01 03:55:19
623,Dhidhdhoo,6.8833,73.1,82.02,77,82,10.69,MV,broken clouds,2021-12-01 03:50:46
624,Nuevitas,21.5453,-77.2644,74.41,76,25,9.86,CU,scattered clouds,2021-12-01 03:55:19
625,Navolato,24.7672,-107.6944,73.63,83,89,5.61,MX,overcast clouds,2021-12-01 03:55:19
626,Vygonichi,53.0985,34.0673,26.71,80,0,8.95,RU,clear sky,2021-12-01 03:55:20
627,Bell Ville,-32.6259,-62.6887,65.8,49,99,4.23,AR,light rain,2021-12-01 03:55:20
628,Bokoro,12.3807,17.0568,75.4,25,6,11.72,TD,clear sky,2021-12-01 03:55:21
629,Amboasary,-25.0333,46.3833,76.84,68,0,3.83,MG,clear sky,2021-12-01 03:55:21
630,Pishva,35.308,51.7267,56.41,50,100,2.89,IR,overcast clouds,2021-12-01 03:55:22
631,Bowen,-20.0167,148.2333,88.02,69,13,12.37,AU,few clouds,2021-12-01 03:55:22
632,Tahoua,14.8888,5.2692,70.09,23,28,13.33,NE,scattered clouds,2021-12-01 03:55:23
633,Tunceli,39.1083,39.5471,46.89,91,85,3.0,TR,light rain,2021-12-01 03:55:23
634,Zhangye,38.9342,100.4517,28.87,36,43,1.95,CN,scattered clouds,2021-12-01 03:55:23
635,Quatre Cocos,-20.2078,57.7625,81.09,67,21,12.28,MU,few clouds,2021-12-01 03:53:34
636,Lubbock,33.6001,-101.8338,50.14,52,78,1.01,US,broken clouds,2021-12-01 03:55:24
637,Salinopolis,-0.6136,-47.3561,80.85,80,100,10.27,BR,overcast clouds,2021-12-01 03:55:24
638,Coxim,-18.5067,-54.76,77.25,85,100,1.59,BR,overcast clouds,2021-12-01 03:55:25
639,Rabo De Peixe,37.8,-25.5833,62.28,96,75,10.36,PT,broken clouds,2021-12-01 03:55:25
640,Kotri,25.366,68.3122,72.79,18,0,12.15,PK,clear sky,2021-12-01 03:55:25
641,Norden,53.6,7.2,49.98,97,100,3.0,DE,overcast clouds,2021-12-01 03:55:26
642,Lincoln,40.8,-96.667,47.98,68,96,1.99,US,overcast clouds,2021-12-01 03:54:59
643,Gao,16.6362,1.637,71.06,15,92,13.09,ML,overcast clouds,2021-12-01 03:55:26
644,Nsanje,-16.92,35.262,71.28,78,0,3.94,MW,clear sky,2021-12-01 03:55:27
645,Lamu,-2.2717,40.902,73.62,81,97,5.73,KE,overcast clouds,2021-12-01 03:55:27
646,Petersburg,37.2279,-77.4019,49.68,56,1,4.61,US,clear sky,2021-12-01 03:55:28
647,Epe,6.5841,3.9834,75.94,94,100,2.35,NG,overcast clouds,2021-12-01 03:55:28
648,Umm Lajj,25.0213,37.2685,78.91,37,71,5.03,SA,broken clouds,2021-12-01 03:55:28
649,Kiama,-34.6833,150.8667,80.08,72,55,5.99,AU,broken clouds,2021-12-01 03:55:29
650,Roswell,34.0232,-84.3616,50.95,81,20,0.0,US,few clouds,2021-12-01 03:55:05
651,Santa Catalina,9.3337,122.8637,86.29,68,77,1.28,PH,broken clouds,2021-12-01 03:55:29
652,Ca Mau,9.1769,105.15,82.89,72,100,14.05,VN,overcast clouds,2021-12-01 03:55:30
653,Juegang,32.3174,121.1855,45.34,55,33,14.56,CN,scattered clouds,2021-12-01 03:56:30
654,Mehran,33.1222,46.1646,65.68,37,100,9.98,IR,overcast clouds,2021-12-01 03:56:31
655,Handan,36.6006,114.4678,46.53,25,52,5.59,CN,broken clouds,2021-12-01 03:56:31
656,Pochutla,15.7432,-96.4661,73.89,75,8,3.42,MX,clear sky,2021-12-01 03:56:31
657,General Pico,-35.6566,-63.7568,61.0,53,80,8.41,AR,broken clouds,2021-12-01 03:56:10
658,Mulchen,-37.7167,-72.2333,51.6,65,0,2.01,CL,clear sky,2021-12-01 03:56:32
659,Shahr-E Kord,32.3256,50.8644,44.02,47,45,5.35,IR,scattered clouds,2021-12-01 03:56:32
660,Chuguyevka,44.1653,133.8633,11.43,93,100,16.24,RU,light snow,2021-12-01 03:56:33
661,Hoquiam,46.9809,-123.8893,54.46,99,100,5.01,US,moderate rain,2021-12-01 03:52:12
662,Treinta Y Tres,-33.2333,-54.3833,60.66,92,31,7.05,UY,scattered clouds,2021-12-01 03:56:33
663,Mogzon,51.7435,111.9606,25.23,57,45,15.57,RU,scattered clouds,2021-12-01 03:56:33
664,Kerema,-7.9631,145.7785,84.47,76,43,9.17,PG,scattered clouds,2021-12-01 03:56:34
665,Quepos,9.4236,-84.1652,79.9,84,64,4.23,CR,broken clouds,2021-12-01 03:56:34
666,Asfi,32.2994,-9.2372,57.69,78,99,10.8,MA,overcast clouds,2021-12-01 03:55:01
667,Udachnyy,66.4167,112.4,-16.28,97,100,3.62,RU,overcast clouds,2021-12-01 03:56:35
668,Warri,5.5167,5.75,76.26,91,56,2.19,NG,broken clouds,2021-12-01 03:56:35
669,South Venice,27.0531,-82.4243,60.98,80,1,6.91,US,clear sky,2021-12-01 03:56:35
670,Lixourion,38.2019,20.4314,52.68,56,6,14.58,GR,clear sky,2021-12-01 03:56:36
671,Knysna,-34.0363,23.0471,61.18,79,51,4.36,ZA,broken clouds,2021-12-01 03:56:36
672,Qui Nhon,13.7667,109.2333,76.57,77,100,23.71,VN,overcast clouds,2021-12-01 03:56:36
673,Roald,62.5833,6.1333,33.94,80,75,4.61,NO,light snow,2021-12-01 03:56:37
674,Vila,42.0304,-8.1588,42.33,94,100,3.74,PT,overcast clouds,2021-12-01 03:56:37
675,Ouadda,8.0777,22.4007,68.02,84,84,3.24,CF,broken clouds,2021-12-01 03:56:37
